Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,9/17/2017,1260,N821UA,ORD,16:33,16:35,107,103,2,16:30,5,0,0,0,0,0
UA,9/17/2017,1664,N838UA,ORD,20:45,20:44,115,122,-1,20:39,5,0,0,0,0,0
UA,9/17/2019,607,N69816,ORD,20:52,20:30,112,97,-22,20:27,3,0,0,0,0,0
UA,9/17/2019,2341,N14735,ORD,14:48,14:40,108,106,-8,14:34,6,0,0,0,0,0
UA,9/17/2021,794,N14731,IAD,23:44,23:24,84,73,-20,23:20,4,0,0,0,0,0
UA,9/17/2021,1815,N831UA,ORD,21:02,21:05,117,120,3,21:01,4,0,0,0,0,0
UA,9/17/2022,599,N78509,ORD,23:59,23:37,110,95,-22,23:33,4,0,0,0,0,0
UA,9/17/2022,604,N896UA,DEN,15:10,14:58,200,192,-12,14:54,4,0,0,0,0,0
UA,9/18/2017,1260,N830UA,ORD,16:37,16:58,107,104,21,16:55,3,21,0,0,0,0
UA,9/18/2017,1664,N838UA,ORD,20:45,20:22,115,97,-23,20:17,5,0,0,0,0,0
UA,9/18/2019,607,N66897,ORD,20:52,20:34,112,99,-18,20:29,5,0,0,0,0,0
UA,9/18/2019,2341,N14731,ORD,14:48,15:07,108,94,19,15:02,5,19,0,0,0,0
UA,9/18/2021,794,N15710,IAD,23:44,23:13,84,61,-31,23:09,4,0,0,0,0,0
UA,9/18/2021,1815,N820UA,ORD,21:02,21:10,117,101,8,21:07,3,0,0,0,0,0
UA,9/18/2022,599,N813UA,ORD,23:59,23:43,110,103,-16,23:37,6,0,0,0,0,0
UA,9/18/2022,604,N897UA,DEN,15:10,14:58,200,196,-12,14:44,14,0,0,0,0,0
UA,9/18/2022,2360,N464UA,IAD,18:35,18:49,77,91,14,18:42,7,0,0,0,0,0
UA,9/19/2017,1260,N854UA,ORD,16:37,16:30,107,100,-7,16:26,4,0,0,0,0,0
UA,9/19/2017,1664,N891UA,ORD,20:45,20:28,115,98,-17,20:24,4,0,0,0,0,0
UA,9/19/2019,607,N68836,ORD,20:52,20:39,112,101,-13,20:34,5,0,0,0,0,0
UA,9/19/2019,2341,N27733,ORD,14:48,14:30,108,96,-18,14:26,4,0,0,0,0,0
UA,9/19/2021,794,N17753,IAD,23:44,23:30,84,74,-14,23:26,4,0,0,0,0,0
UA,9/19/2021,1815,N823UA,ORD,21:02,20:45,117,104,-17,20:39,6,0,0,0,0,0
UA,9/19/2022,599,N891UA,ORD,23:59,23:50,110,107,-9,23:45,5,0,0,0,0,0
UA,9/19/2022,604,N805UA,DEN,15:10,15:28,200,205,18,15:22,6,13,0,5,0,0
UA,9/19/2022,2360,N496UA,IAD,18:35,18:35,77,72,0,18:28,7,0,0,0,0,0
UA,9/20/2017,1260,N843UA,ORD,16:37,16:43,107,123,6,16:40,3,0,0,0,0,0
UA,9/20/2017,1664,N854UA,ORD,20:45,20:34,115,103,-11,20:28,6,0,0,0,0,0
UA,9/20/2019,607,N62896,ORD,20:52,20:29,112,94,-23,20:26,3,0,0,0,0,0
UA,9/20/2019,2341,N24706,ORD,14:48,14:33,108,100,-15,14:29,4,0,0,0,0,0
UA,9/20/2021,794,N16701,IAD,23:44,23:28,84,67,-16,23:25,3,0,0,0,0,0
UA,9/20/2021,1815,N873UA,ORD,21:02,21:20,117,121,18,21:15,5,14,0,4,0,0
UA,9/20/2022,333,N831UA,ORD,21:11,22:33,116,111,82,22:28,5,0,82,0,0,0
UA,9/20/2022,604,N847UA,DEN,15:10,15:07,200,203,-3,15:02,5,0,0,0,0,0
UA,9/20/2022,2360,N443UA,IAD,18:35,18:48,77,92,13,18:37,11,0,0,0,0,0
UA,9/21/2017,1260,N830UA,ORD,16:37,16:25,107,100,-12,16:21,4,0,0,0,0,0
UA,9/21/2017,1664,N843UA,ORD,20:45,20:42,115,114,-3,20:37,5,0,0,0,0,0
UA,9/21/2019,607,N821UA,ORD,20:52,21:08,112,115,16,21:05,3,13,0,3,0,0
UA,9/21/2019,1284,N76516,ORD,12:21,12:03,109,103,-18,11:59,4,0,0,0,0,0
UA,9/21/2019,2341,N23721,ORD,14:48,15:34,108,113,46,15:30,4,1,0,5,0,40
UA,9/21/2021,794,N17752,IAD,23:44,23:26,84,62,-18,23:23,3,0,0,0,0,0
UA,9/21/2021,1815,N889UA,ORD,21:02,20:32,117,96,-30,20:28,4,0,0,0,0,0
UA,9/21/2022,333,N422UA,ORD,21:11,21:12,116,119,1,21:07,5,0,0,0,0,0
UA,9/21/2022,604,N814UA,DEN,15:10,16:00,200,215,50,15:55,5,35,0,15,0,0
UA,9/21/2022,2360,N4901U,IAD,18:35,18:16,77,64,-19,18:10,6,0,0,0,0,0
UA,9/22/2017,1260,N843UA,ORD,16:37,16:31,107,102,-6,16:27,4,0,0,0,0,0
UA,9/22/2017,1664,N803UA,ORD,20:45,22:53,115,117,128,22:45,8,46,0,2,0,80
UA,9/22/2019,607,N37474,ORD,21:02,21:56,112,169,54,21:49,7,0,0,54,0,0
UA,9/22/2019,1622,N812UA,ORD,9:16,9:11,106,92,-5,9:07,4,0,0,0,0,0
UA,9/22/2019,2341,N418UA,ORD,14:48,14:30,108,103,-18,14:24,6,0,0,0,0,0
UA,9/22/2021,794,N14731,IAD,23:44,23:53,84,77,9,23:48,5,0,0,0,0,0
UA,9/22/2021,1815,N844UA,ORD,21:02,21:00,117,116,-2,20:55,5,0,0,0,0,0
UA,9/22/2022,599,N809UA,ORD,23:59,23:50,110,107,-9,23:38,12,0,0,0,0,0
UA,9/22/2022,604,N813UA,DEN,15:10,15:24,200,215,14,15:17,7,0,0,0,0,0
UA,9/22/2022,2360,N438UA,IAD,18:35,19:29,77,78,54,19:23,6,6,0,1,0,47
UA,9/23/2017,1664,N892UA,ORD,20:45,20:49,115,110,4,20:43,6,0,0,0,0,0
UA,9/23/2019,607,N69806,ORD,20:57,20:41,112,97,-16,20:35,6,0,0,0,0,0
UA,9/23/2019,2341,N33289,ORD,14:48,15:00,108,120,12,14:55,5,0,0,0,0,0
UA,9/23/2021,794,N27734,IAD,23:44,0:18,84,61,34,0:13,5,0,0,0,0,34
UA,9/23/2021,1815,N851UA,ORD,21:02,21:25,117,105,23,21:19,6,23,0,0,0,0
UA,9/23/2022,279,N78540,ORD,0:18,0:11,110,112,-7,0:04,7,0,0,0,0,0
UA,9/23/2022,604,N871UA,DEN,15:10,14:50,200,181,-20,14:47,3,0,0,0,0,0
UA,9/24/2017,1260,N821UA,ORD,16:33,16:57,107,98,24,16:52,5,0,7,0,0,17
UA,9/24/2017,1664,N835UA,ORD,20:45,20:28,115,102,-17,20:23,5,0,0,0,0,0
UA,9/24/2019,607,N68836,ORD,20:57,20:51,112,110,-6,20:45,6,0,0,0,0,0
UA,9/24/2019,2341,N13716,ORD,14:48,14:29,108,98,-19,14:24,5,0,0,0,0,0
UA,9/24/2021,794,N24702,IAD,23:44,23:36,84,76,-8,23:32,4,0,0,0,0,0
UA,9/24/2021,1815,N890UA,ORD,21:02,20:52,117,109,-10,20:46,6,0,0,0,0,0
UA,9/24/2022,599,N87512,ORD,23:59,23:51,110,107,-8,23:44,7,0,0,0,0,0
UA,9/24/2022,604,N454UA,DEN,15:10,14:57,200,190,-13,14:51,6,0,0,0,0,0
UA,9/25/2017,1260,N23721,ORD,16:38,16:29,108,104,-9,16:25,4,0,0,0,0,0
UA,9/25/2017,1664,N844UA,ORD,20:45,20:26,115,97,-19,20:21,5,0,0,0,0,0
UA,9/25/2019,607,N53442,ORD,20:57,20:42,112,106,-15,20:37,5,0,0,0,0,0
UA,9/25/2019,2341,N23707,ORD,14:48,14:30,108,93,-18,14:25,5,0,0,0,0,0
UA,9/25/2021,794,N23707,IAD,23:44,23:24,84,69,-20,23:20,4,0,0,0,0,0
UA,9/25/2021,1815,N890UA,ORD,21:02,20:52,117,107,-10,20:47,5,0,0,0,0,0
UA,9/25/2022,599,N898UA,ORD,23:59,0:04,110,122,5,23:56,8,0,0,0,0,0
UA,9/25/2022,604,N808UA,DEN,15:10,15:01,200,194,-9,14:57,4,0,0,0,0,0
UA,9/25/2022,2360,N429UA,IAD,18:35,20:06,77,114,91,20:00,6,54,0,37,0,0
UA,9/26/2017,1260,N849UA,ORD,16:37,16:20,107,97,-17,16:17,3,0,0,0,0,0
UA,9/26/2017,1664,N841UA,ORD,20:45,20:32,115,105,-13,20:28,4,0,0,0,0,0
UA,9/26/2019,607,N69813,ORD,20:57,20:44,112,103,-13,20:39,5,0,0,0,0,0
UA,9/26/2019,2341,N17730,ORD,14:48,14:54,108,93,6,14:50,4,0,0,0,0,0
UA,9/26/2021,794,N54711,IAD,23:44,23:33,84,75,-11,23:28,5,0,0,0,0,0
UA,9/26/2021,1815,N811UA,ORD,21:02,20:56,117,116,-6,20:51,5,0,0,0,0,0
UA,9/26/2022,599,N833UA,ORD,23:59,0:58,110,148,59,0:51,7,21,0,38,0,0
UA,9/26/2022,604,N835UA,DEN,15:10,15:12,200,205,2,15:07,5,0,0,0,0,0
UA,9/26/2022,2360,N455UA,IAD,18:35,18:30,77,67,-5,18:25,5,0,0,0,0,0
UA,9/27/2017,1260,N804UA,ORD,16:37,16:20,107,92,-17,16:15,5,0,0,0,0,0
UA,9/27/2017,1664,N833UA,ORD,20:45,20:33,115,96,-12,20:28,5,0,0,0,0,0
UA,9/27/2019,607,,ORD,20:52,0:00,112,0,0,0:00,0,0,0,0,0,0
UA,9/27/2019,2341,N13716,ORD,14:48,15:07,108,108,19,15:04,3,0,19,0,0,0
UA,9/27/2021,794,N17752,IAD,23:44,23:25,84,70,-19,23:21,4,0,0,0,0,0
UA,9/27/2021,1815,N848UA,ORD,21:02,20:52,117,106,-10,20:48,4,0,0,0,0,0
UA,9/27/2022,333,N872UA,ORD,21:11,21:13,116,123,2,21:08,5,0,0,0,0,0
UA,9/27/2022,604,N824UA,DEN,15:10,15:01,200,194,-9,14:56,5,0,0,0,0,0
UA,9/27/2022,2360,N410UA,IAD,18:35,18:30,77,74,-5,18:24,6,0,0,0,0,0
UA,9/28/2017,1260,N891UA,ORD,16:37,16:29,107,100,-8,16:25,4,0,0,0,0,0
UA,9/28/2017,1664,N810UA,ORD,20:45,20:23,115,93,-22,20:19,4,0,0,0,0,0
UA,9/28/2019,607,N898UA,ORD,20:52,22:51,112,97,119,22:44,7,73,0,0,0,46
UA,9/28/2019,1284,N830UA,ORD,12:04,11:54,109,108,-10,11:48,6,0,0,0,0,0
UA,9/28/2019,2341,N15710,ORD,14:48,15:55,108,92,67,15:52,3,2,0,0,0,65
UA,9/28/2021,794,N14231,IAD,23:44,0:42,84,70,58,0:37,5,58,0,0,0,0
UA,9/28/2021,1815,N877UA,ORD,21:02,21:01,117,116,-1,20:55,6,0,0,0,0,0
UA,9/28/2022,333,N485UA,ORD,21:11,20:52,116,104,-19,20:47,5,0,0,0,0,0
UA,9/28/2022,604,N807UA,DEN,15:10,15:07,200,201,-3,15:02,5,0,0,0,0,0
UA,9/28/2022,2360,N489UA,IAD,18:35,18:34,77,76,-1,18:29,5,0,0,0,0,0
UA,9/29/2017,1260,N851UA,ORD,16:37,16:28,107,98,-9,16:23,5,0,0,0,0,0
UA,9/29/2017,1664,N894UA,ORD,20:45,20:27,115,97,-18,20:23,4,0,0,0,0,0
UA,9/29/2019,607,N69888,ORD,20:57,21:54,112,119,57,21:51,3,48,0,7,0,2
UA,9/29/2019,1622,N846UA,ORD,9:16,9:12,106,103,-4,9:07,5,0,0,0,0,0
UA,9/29/2019,2341,N76529,ORD,14:48,15:53,108,116,65,15:47,6,22,0,8,0,35
UA,9/29/2021,794,N17752,IAD,23:44,23:17,84,69,-27,23:13,4,0,0,0,0,0
UA,9/29/2021,1815,N848UA,ORD,21:02,20:45,117,99,-17,20:40,5,0,0,0,0,0
UA,9/29/2022,604,N813UA,DEN,15:10,15:10,200,202,0,15:04,6,0,0,0,0,0
UA,9/29/2022,1795,N33714,EWR,22:41,22:35,73,62,-6,22:30,5,0,0,0,0,0
UA,9/29/2022,2131,N873UA,IAD,23:32,23:23,71,67,-9,23:19,4,0,0,0,0,0
UA,9/29/2022,2360,N478UA,IAD,18:35,18:27,77,74,-8,18:23,4,0,0,0,0,0
UA,9/30/2017,1664,N823UA,ORD,20:45,20:27,115,103,-18,20:24,3,0,0,0,0,0
UA,9/30/2019,607,N67812,ORD,20:57,21:08,112,108,11,21:05,3,0,0,0,0,0
UA,9/30/2019,2341,N38727,ORD,14:48,14:47,108,100,-1,14:43,4,0,0,0,0,0
UA,9/30/2021,794,N13750,IAD,23:44,23:39,84,80,-5,23:30,9,0,0,0,0,0
UA,9/30/2021,1815,N4888U,ORD,21:02,21:43,117,109,41,21:38,5,0,0,18,0,23
UA,9/30/2022,360,N37290,EWR,18:59,19:07,82,67,8,19:03,4,0,0,0,0,0
UA,9/30/2022,604,N819UA,DEN,15:09,15:00,200,195,-9,14:55,5,0,0,0,0,0
UA,9/30/2022,1917,N822UA,ORD,16:57,16:44,107,100,-13,16:41,3,0,0,0,0,0
UA,9/30/2022,1998,N849UA,ORD,21:18,20:55,117,99,-23,20:50,5,0,0,0,0,0
UA,9/30/2022,2198,N873UA,IAD,23:31,23:20,71,66,-11,23:16,4,0,0,0,0,0
UA,10/1/2017,1260,N823UA,ORD,16:33,16:40,107,102,7,16:36,4,0,0,0,0,0
UA,10/1/2017,1664,N851UA,ORD,20:45,20:38,115,108,-7,20:33,5,0,0,0,0,0
UA,10/1/2019,607,N62895,ORD,20:57,21:23,112,140,26,21:18,5,0,0,26,0,0
UA,10/1/2019,2341,N15712,ORD,14:48,14:26,108,94,-22,14:23,3,0,0,0,0,0
UA,10/1/2021,794,N38727,IAD,23:44,23:42,84,74,-2,23:37,5,0,0,0,0,0
UA,10/1/2021,1815,N889UA,ORD,21:02,20:41,117,101,-21,20:36,5,0,0,0,0,0
UA,10/1/2022,604,N843UA,DEN,15:09,15:04,200,198,-5,14:59,5,0,0,0,0,0
UA,10/1/2022,1917,N899UA,ORD,16:57,16:54,107,108,-3,16:50,4,0,0,0,0,0
UA,10/1/2022,1998,N834UA,ORD,21:18,21:01,117,106,-17,20:55,6,0,0,0,0,0
UA,10/1/2022,2198,N854UA,IAD,23:31,23:52,71,65,21,23:48,4,21,0,0,0,0
UA,10/2/2017,1260,N29717,ORD,16:38,16:32,108,105,-6,16:29,3,0,0,0,0,0
UA,10/2/2017,1664,N837UA,ORD,20:45,20:27,115,100,-18,20:23,4,0,0,0,0,0
UA,10/2/2019,607,N36247,ORD,20:57,21:17,112,135,20,21:12,5,0,0,20,0,0
UA,10/2/2019,2341,N54711,ORD,14:48,14:28,108,94,-20,14:23,5,0,0,0,0,0
UA,10/2/2021,794,N17752,IAD,23:44,23:19,84,62,-25,23:15,4,0,0,0,0,0
UA,10/2/2021,1815,N851UA,ORD,21:02,21:03,117,110,1,20:57,6,0,0,0,0,0
UA,10/2/2022,604,N402UA,DEN,15:09,14:55,200,191,-14,14:50,5,0,0,0,0,0
UA,10/2/2022,1917,N882UA,ORD,16:47,16:34,107,100,-13,16:29,5,0,0,0,0,0
UA,10/2/2022,1998,N822UA,ORD,21:18,21:12,117,117,-6,21:08,4,0,0,0,0,0
UA,10/2/2022,2198,N854UA,IAD,23:31,23:32,71,71,1,23:27,5,0,0,0,0,0
UA,10/3/2017,1260,N826UA,ORD,16:37,16:38,107,108,1,16:35,3,0,0,0,0,0
UA,10/3/2017,1664,N811UA,ORD,20:45,20:29,115,109,-16,20:23,6,0,0,0,0,0
